leeyes_id,category,feature_name,baseline_status,decision_status,delivery_status,size,priority_tier,priority_rank,priority_reason,requirement_ids,acceptance_ref,implementation_refs,test_refs,verification_refs,dependencies,risk_notes,updated_at,delivery_ref
LEY-INPUT-009,入力,右クリック割当,Missing,Selected,Published,S,P3,16,context menu境界を保つ入力機能,REQ-LEY-P3-015,docs/current/requirements.md#leeyes-p3-操作検索の受入条件,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.tsx;src/features/input/viewer-quadrants.ts;src/features/library/client.ts;src/features/settings/profile.ts;src/features/settings/SettingsDialog.tsx;src/features/viewer/Viewer.tsx,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.test.tsx;src/features/library/client.test.ts;src/features/settings/profile.test.ts;src/features/viewer/Viewer.test.tsx,docs/current/verification.md#leeyes-p3-p-右クリック割当;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,command registry,context menu競合;実right-click・touchpad・多ボタンmouse・DPI・input latency未測定,2026-08-21,SELF
LEY-INPUT-010,入力,ドラッグ係数,Missing,Selected,Published,S,P1,19,独立したpointer設定,REQ-LEY-P1-008,docs/current/requirements.md#leeyes-p1-a-即効改善の受入条件,src/App.tsx;src/features/viewer/Viewer.tsx;src/features/viewer/model.ts;src/features/settings/SettingsDialog.tsx;src/features/settings/profile.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/Viewer.test.tsx;src/features/viewer/model.test.ts;src/features/settings/profile.test.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p1-a-即効改善;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,pointer settings,device variance,2026-08-21,SELF
LEY-INPUT-011,入力,5ボタン対応,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-INPUT-012,入力,ホイール不感帯,Missing,Selected,Published,S,P1,20,独立したwheel設定,REQ-LEY-P1-009,docs/current/requirements.md#leeyes-p1-a-即効改善の受入条件,src/App.tsx;src/features/viewer/Viewer.tsx;src/features/viewer/model.ts;src/features/settings/SettingsDialog.tsx;src/features/settings/profile.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/features/viewer/Viewer.test.tsx;src/features/viewer/model.test.ts;src/features/settings/profile.test.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p1-a-即効改善;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,wheel input,trackpad影響,2026-08-21,SELF
LEY-INPUT-013,入力,ドラッグ矩形ズーム,Missing,Selected,Published,M,P3,17,pointer captureを使う入力機能,REQ-LEY-P3-016,docs/current/requirements.md#leeyes-p3-操作検索の受入条件,src-tauri/src/application/mod.rs;src-tauri/src/lib.rs;src/features/library/client.ts;src/features/viewer/Viewer.tsx;src/styles.css,src-tauri/src/application/mod.rs;src/features/library/client.test.ts;src/features/viewer/Viewer.test.tsx,docs/current/verification.md#leeyes-p3-q-ドラッグ矩形ズーム;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,pointer capture,Leeyes現行挙動・実pointer capture・DPI・zoom latency未測定,2026-08-21,SELF
LEY-FILTER-001,フィルター,フィルターセット管理,Missing,Selected,NotStarted,M,P5,9,filter pipelineのnamed set管理,,,,,,filter engine,,2026-08-21,
LEY-FILTER-002,フィルター,順序付きチェーン,Missing,Selected,NotStarted,L,P5,8,non-destructive filter pipeline基盤,,,,,,filter pipeline,cache・順序,2026-08-21,
LEY-FILTER-003,フィルター,グレースケール,Missing,Selected,NotStarted,S,P5,10,filter pipeline上の基本色変換,,,,,,filter engine,color space,2026-08-21,
LEY-FILTER-004,フィルター,レベル補正,Missing,Selected,NotStarted,M,P5,16,histogram基盤を使う補正,,,,,,filter engine・histogram,,2026-08-21,
LEY-FILTER-005,フィルター,ガンマ補正,Missing,Selected,NotStarted,S,P5,11,filter pipeline上の基本色変換,,,,,,filter engine,color space,2026-08-21,
LEY-FILTER-006,フィルター,コントラスト,Missing,Selected,NotStarted,S,P5,12,filter pipeline上の基本色変換,,,,,,filter engine,color management,2026-08-21,
LEY-FILTER-007,フィルター,明るさ,Missing,Selected,NotStarted,S,P5,13,filter pipeline上の基本色変換,,,,,,filter engine,color management,2026-08-21,
LEY-FILTER-008,フィルター,ヒストグラム均等化,Missing,Selected,NotStarted,M,P5,17,histogram基盤を使う補正,,,,,,filter engine・histogram,performance,2026-08-21,
LEY-FILTER-009,フィルター,ポスタリゼーション,Missing,Selected,NotStarted,S,P5,18,filter pipeline上の階調変換,,,,,,filter engine,color depth,2026-08-21,
LEY-FILTER-010,フィルター,色反転,Missing,Selected,NotStarted,S,P5,14,filter pipeline上の基本色変換,,,,,,filter engine,alpha,2026-08-21,
LEY-FILTER-011,フィルター,トーンカーブ,Missing,Selected,NotStarted,L,P5,19,curve editorを伴う専門補正,,,,,,filter engine・curve editor,,2026-08-21,
LEY-FILTER-012,フィルター,シャープ,Missing,Selected,NotStarted,M,P5,20,kernel基盤を使う専門補正,,,,,,filter engine,artifacts,2026-08-21,
LEY-FILTER-013,フィルター,アンシャープマスク,Missing,Selected,NotStarted,M,P5,21,kernel基盤を使う専門補正,,,,,,filter engine,kernel performance,2026-08-21,
LEY-FILTER-014,フィルター,ぼかし,Missing,Selected,NotStarted,M,P5,22,kernel基盤を使う専門補正,,,,,,filter engine,kernel performance,2026-08-21,
LEY-FILTER-015,フィルター,トリミング,Missing,Selected,NotStarted,M,P5,23,spread座標を扱う非破壊変換,,,,,,filter engine・spread coordinates,,2026-08-21,
LEY-FILTER-016,フィルター,余白追加,Missing,Selected,NotStarted,S,P5,15,filter pipelineとviewer余白基盤を再利用,,,,,,filter engine・LEY-VIEWER-025,,2026-08-21,
LEY-SETTING-001,設定,統合設定画面,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-SETTING-002,設定,名前付き設定保存,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-SETTING-003,設定,設定読込,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
LEY-SETTING-004,設定,使用設定ファイル切替,Missing,Selected,Published,M,P3,22,既存strict profileの選択機能,REQ-LEY-P3-019,docs/current/requirements.md#REQ-LEY-P3-019,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src-tauri/src/state/mod.rs;src-tauri/src/lib.rs;src/features/settings/SettingsDialog.tsx;src/features/library/client.ts;src/App.tsx,src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs;src/App.test.tsx;src/features/library/client.test.ts,docs/current/verification.md#leeyes-p3-t-使用設定profile切替; canonical全12 stage PASS; Rust 215+1 PASS; frontend 478 PASS; Python 61 PASS; 16 full profiles validation 4.613ms,profile selector,schema semantics・active整合性; 任意pathではなくapp-local named snapshot・Rust atomic switch,2026-08-21,SELF
LEY-SETTING-005,設定,起動場所・初期選択,Partial,Selected,Published,M,P1,9,既存復元状態のPartialを先に完成,REQ-LEY-P1-014,docs/current/requirements.md#leeyes-p1-b-既存機能完成の受入条件,src/App.tsx;src/features/settings/SettingsDialog.tsx;src/features/settings/profile.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/App.test.tsx;src/features/settings/profile.test.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p1-b-既存機能完成;Windows tests PASS;Rust canonical PASS;Windows build PASS,restore state,missing path・privacy,2026-08-21,SELF
LEY-SETTING-006,設定,前回画像再表示,Missing,Selected,Published,S,P1,21,既存読書位置を使う復元機能,REQ-LEY-P1-021,docs/current/requirements.md#leeyes-p1-c-独立s機能の受入条件,src/App.tsx;src/features/settings/SettingsDialog.tsx;src/features/settings/profile.ts;src-tauri/src/application/mod.rs;src-tauri/src/state/repository.rs,src/App.test.tsx;src/features/settings/profile.test.ts;src-tauri/src/state/repository.rs,docs/current/verification.md#leeyes-p1-c-独立s機能;Windows tests PASS;Rust canonical PASS;Windows build PASS;CoDD PASS,restore state,privacy・removable path製品観測は未測定,2026-08-21,SELF
LEY-SETTING-007,設定,ポータブル・レジストリ非依存,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,profile export/import,実行folder書込を避ける,2026-08-20,
LEY-IO-001,入出力,CSV出力プリセット,Missing,Selected,Published,M,P3,23,CSV preset共通基盤,REQ-LEY-P3-020,REQ-LEY-P3-020,src-tauri/src/application/csv_export.rs;src-tauri/src/state/repository.rs,application::csv_export::tests;state::repository::tests,verification.md#leeyes-p3-u-csv-preset列header単位対象名前分割,CSV export基盤,format versioning; app-local strict preset; release DB failure NOT RUN,2026-08-21,SELF
LEY-IO-002,入出力,CSV項目・順序,Missing,Selected,Published,M,P3,24,CSV preset基盤に依存,REQ-LEY-P3-020,REQ-LEY-P3-020,src-tauri/src/application/csv_export.rs;src/features/catalog/CsvExportDialog.tsx,application::csv_export::tests;src/features/catalog/CsvExportDialog.test.tsx,verification.md#leeyes-p3-u-csv-preset列header単位対象名前分割,LEY-IO-001・metadata schema,documented metadata columns only; release WebView2 NOT RUN,2026-08-21,SELF
LEY-IO-003,入出力,CSVヘッダー,Partial,Selected,Published,S,P3,25,CSV preset基盤に依存するPartial,REQ-LEY-P3-020,REQ-LEY-P3-020,src-tauri/src/application/csv_export.rs,application::csv_export::tests;src/features/catalog/CsvExportDialog.test.tsx,verification.md#leeyes-p3-u-csv-preset列header単位対象名前分割,LEY-IO-001,UTF-8 BOM + CRLF safe deterministic format; product save NOT RUN,2026-08-21,SELF
LEY-IO-004,入出力,CSV単位,Missing,Selected,Published,S,P3,26,CSV列schemaに依存,REQ-LEY-P3-020,REQ-LEY-P3-020,src-tauri/src/application/csv_export.rs,application::csv_export::tests;src/features/catalog/CsvExportDialog.test.tsx,verification.md#leeyes-p3-u-csv-preset列header単位対象名前分割,LEY-IO-002,Leeyes rounding unknown; fixed 2 decimals; release locale NOT RUN,2026-08-21,SELF
LEY-IO-005,入出力,CSV対象,Missing,Selected,Published,M,P3,27,CSV出力対象と上限,REQ-LEY-P3-020,REQ-LEY-P3-020,src-tauri/src/application/csv_export.rs,application::csv_export::tests;src/features/catalog/CsvExportDialog.test.tsx,verification.md#leeyes-p3-u-csv-preset列header単位対象名前分割,LEY-IO-001,traversal depth 64; 50000 rows; 16 MiB; no symlink follow; real 50000 files NOT RUN,2026-08-21,SELF
LEY-IO-006,入出力,ファイル名分割,Missing,Selected,Published,M,P3,28,CSV列schemaに依存,REQ-LEY-P3-020,REQ-LEY-P3-020,src-tauri/src/application/csv_export.rs;src/features/catalog/CsvExportDialog.tsx,application::csv_export::tests;src/features/catalog/CsvExportDialog.test.tsx,verification.md#leeyes-p3-u-csv-preset列header単位対象名前分割,LEY-IO-002,literal local delimiter; maximum 4 parts; long Unicode product NOT RUN,2026-08-21,SELF
LEY-IO-007,入出力,CLIパス指定,Missing,Selected,Published,M,P3,29,安全なCLI parser基盤,REQ-LEY-P3-021,REQ-LEY-P3-021,src-tauri/src/application/cli_launch.rs;src-tauri/src/lib.rs;src/App.tsx;src/features/library/client.ts,application::cli_launch::tests;src/App.test.tsx;src/features/library/client.test.ts,verification.md#leeyes-p3-v-cli-path-f-s-single-instance,single instance・argument parser,Windows Terminal/PowerShell/cmd/Explorer quoting and real secondary path handoff NOT RUN,2026-08-21,SELF
LEY-IO-008,入出力,CLI -f,Missing,Selected,Published,S,P3,30,CLI parser基盤に依存,REQ-LEY-P3-021,REQ-LEY-P3-021,src-tauri/src/application/cli_launch.rs;src/App.tsx,application::cli_launch::tests;src/App.test.tsx,verification.md#leeyes-p3-v-cli-path-f-s-single-instance,LEY-IO-007,release direct fullscreen CLI on real content NOT RUN,2026-08-21,SELF
LEY-IO-009,入出力,CLI -s,Missing,Selected,Published,S,P3,31,CLI parserとslideshow基盤に依存,REQ-LEY-P3-021,REQ-LEY-P3-021,src-tauri/src/application/cli_launch.rs;src/App.tsx,application::cli_launch::tests;src/App.test.tsx,verification.md#leeyes-p3-v-cli-path-f-s-single-instance,LEY-IO-007・LEY-VIEWER-007,release direct slideshow CLI on real content NOT RUN,2026-08-21,SELF
LEY-PLUGIN-001,プラグイン,組込みBMP対応,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,built-in decoder,,2026-08-20,
LEY-PLUGIN-002,プラグイン,Susie画像SPI,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,built-in image formats,任意DLLをloadしない,2026-08-20,
LEY-PLUGIN-003,プラグイン,Susie書庫SPI,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,built-in archive/PDF,任意DLLをloadしない,2026-08-20,
LEY-PLUGIN-004,プラグイン,プラグイン検索パス,Rejected,DeclinedSafety,Rejected,NA,,,,,,,,,,DLL sideloading,2026-08-20,
LEY-PLUGIN-005,プラグイン,順序・有効化・個別設定,Rejected,DeclinedSafety,Rejected,NA,,,,,,,,,,native ABI・crash・security,2026-08-20,
LEY-PLUGIN-006,プラグイン,BMPをプラグイン優先,Alternative,ReviewAlternative,AlternativeExisting,NA,,,,,,,,,built-in decoder,deterministic decode,2026-08-20,
LEY-PLUGIN-007,プラグイン,MacBinary処理,Rejected,DeclinedSafety,Rejected,NA,,,,,,,,,,legacy attack surface,2026-08-20,
LEY-HELP-001,ヘルプ,オフラインヘルプ,Partial,Selected,Published,M,P1,10,既存help表示のPartialを先に完成,REQ-LEY-P1-015,docs/current/requirements.md#leeyes-p1-b-既存機能完成の受入条件,src/App.tsx;src/features/help/OfflineHelp.tsx,src/features/help/OfflineHelp.test.tsx;src/App.test.tsx,docs/current/verification.md#leeyes-p1-b-既存機能完成;Windows tests PASS;Rust canonical PASS;Windows build PASS,docs build・localization,maintenance,2026-08-21,SELF
LEY-HELP-002,ヘルプ,バージョン情報,Equivalent,NoAction,Existing,NA,,,,,,,,,,,2026-08-20,
